COS ID,Order Number,Order Status,Order Date,City (Billing),Postcode (Billing),Country Code (Billing),City (Shipping),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Refund Amount,Order Total Amount,Order Total Tax Amount,SKU,Item #,Item Name,Quantity,Item Cost,Coupon Code,Discount Amount,Discount Amount Tax,website
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,1.0,Kestane Bali - Pergamo - 400 gr.,2.0,6.72,memleket10,7.88,0.55,memleket_pazari
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,2.0,Gumuşhane  Sade ve Cevizli Dut Pestili - 600 Gr Cevizli Pestil,1.0,6.31,,,,memleket_pazari
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,3.0,Gumuşhane  Sade ve Cevizli Dut Pestili - 1000 Gr Sade,1.0,7.49,,,,memleket_pazari
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,4.0,Osmanli Dogal Duş Sungeri,2.0,2.94,,,,memleket_pazari
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,5.0,Kozalak Macunu 340 gr,3.0,6.29,,,,memleket_pazari
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,6.0,Naturyol Nar Ekşisi % 100 Dogal  340G,1.0,3.79,,,,memleket_pazari
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,7.0,ozel uretim Taze Tereyagi 900 GR,1.0,7.57,,,,memleket_pazari
M10360,8724,Completed,2022-05-20 14:20:16,Koln,51067,DE,Koln,PayPal,7.878505,78.8,ucretsiz gonderim,0.0,0.0,75.89,4.95,,8.0,Zeytin Ana Ev Yapimi Biber Salcasi 700g - Hafif,2.0,3.79,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,1.0,ogutulmuş Sumak,1.0,2.1,memleket,5.31,0.37,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,2.0,Dogal Kekik - 200 gr.,1.0,2.1,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,3.0,Narli Fistikli Parmak Lokum 700 Gr,1.0,8.4,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,4.0,Kuru Biber / Patlican / Kabak / 50 Adet - Patlican,2.0,4.57,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,5.0,Kuru Biber / Patlican / Kabak / 50 Adet - Kirmizi Biber,1.0,4.59,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,6.0,Isot(Urfa Biber) - 200 gr.,2.0,2.51,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,7.0,Asma Yapragi Salamura 500g Vakumlu - Zeytin Ana,1.0,3.36,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,8.0,Premium Karişik cerez Paketleri - 1kg aile paketi,1.0,10.93,,,,memleket_pazari
M10361,8713,Completed,2022-05-20 11:40:36,Voerde,46562,DE,Voerde,PayPal,5.308411,53.08,ucretsiz gonderim,0.0,0.0,51.1,3.35,,9.0,Taşkopru Sarimsagi - 6 Baş,1.0,2.1,,,,memleket_pazari
M10362,8711,Completed,2022-05-20 10:56:04,Knielingen/Karlsuhe,76187,DE,Knielingen/Karlsuhe,Banka havalesi/EFT,0.0,47.14,ucretsiz gonderim,0.0,0.0,50.44,3.3,,1.0,Fersan Nar Eksisi 330 Ml - 1,1.0,3.73,,,,memleket_pazari
M10362,8711,Completed,2022-05-20 10:56:04,Knielingen/Karlsuhe,76187,DE,Knielingen/Karlsuhe,Banka havalesi/EFT,0.0,47.14,ucretsiz gonderim,0.0,0.0,50.44,3.3,,2.0,Yeşil citir Kirma Zeytin - Zeytin Ana - 1er,1.0,5.14,,,,memleket_pazari
M10362,8711,Completed,2022-05-20 10:56:04,Knielingen/Karlsuhe,76187,DE,Knielingen/Karlsuhe,Banka havalesi/EFT,0.0,47.14,ucretsiz gonderim,0.0,0.0,50.44,3.3,,3.0,Kuşburnu Marmelati 100% Dogal 430g Zeytin Ana,1.0,3.73,,,,memleket_pazari
M10362,8711,Completed,2022-05-20 10:56:04,Knielingen/Karlsuhe,76187,DE,Knielingen/Karlsuhe,Banka havalesi/EFT,0.0,47.14,ucretsiz gonderim,0.0,0.0,50.44,3.3,,4.0,Siirt Yayla Karakovan Bali 650- 1100 - 650g,1.0,12.61,,,,memleket_pazari
M10362,8711,Completed,2022-05-20 10:56:04,Knielingen/Karlsuhe,76187,DE,Knielingen/Karlsuhe,Banka havalesi/EFT,0.0,47.14,ucretsiz gonderim,0.0,0.0,50.44,3.3,,5.0,Ev Yapimi Gun Kurusu Domates Salcasi 1kg,1.0,7.47,,,,memleket_pazari
M10362,8711,Completed,2022-05-20 10:56:04,Knielingen/Karlsuhe,76187,DE,Knielingen/Karlsuhe,Banka havalesi/EFT,0.0,47.14,ucretsiz gonderim,0.0,0.0,50.44,3.3,,6.0,Dogal Ezine Peyniri/ Kaliteli ve Lezzetli Organik Ezine Peyniri - 500 gr.,2.0,4.2,,,,memleket_pazari
M10362,8711,Completed,2022-05-20 10:56:04,Knielingen/Karlsuhe,76187,DE,Knielingen/Karlsuhe,Banka havalesi/EFT,0.0,47.14,ucretsiz gonderim,0.0,0.0,50.44,3.3,,7.0,ozel uretimTulum Peyniri - 500 gr.,1.0,6.07,,,,memleket_pazari
M10363,8710,Completed,2022-05-20 10:49:38,MuHLACKER,75417,DE,MuHLACKER,PayPal,6.635514,66.33,ucretsiz gonderim,0.0,0.0,63.88,4.17,,1.0,GIRIT Erken Hasat Zeytinyagi 5lt,1.0,29.43,memleket,6.64,0.46,memleket_pazari
M10363,8710,Completed,2022-05-20 10:49:38,MuHLACKER,75417,DE,MuHLACKER,PayPal,6.635514,66.33,ucretsiz gonderim,0.0,0.0,63.88,4.17,,2.0,Koyun Tulum Peyniri 900 Gr,1.0,11.78,,,,memleket_pazari
M10363,8710,Completed,2022-05-20 10:49:38,MuHLACKER,75417,DE,MuHLACKER,PayPal,6.635514,66.33,ucretsiz gonderim,0.0,0.0,63.88,4.17,,3.0,"Peynir Paketi Toplam 2,5 KG",1.0,18.5,,,,memleket_pazari
M10364,8708,Completed,2022-05-20 09:41:54,Hemer,58675,DE,Hemer,PayPal,4.0,39.99,Kargo ucreti,4.9,0.0,43.41,2.52,,1.0,"Peynir Paketi Toplam 2,5 KG",1.0,18.5,memleket,4.0,0.28,memleket_pazari
M10364,8708,Completed,2022-05-20 09:41:54,Hemer,58675,DE,Hemer,PayPal,4.0,39.99,Kargo ucreti,4.9,0.0,43.41,2.52,,2.0,ozel uretim Taze Tereyagi 900 GR,1.0,7.57,,,,memleket_pazari
M10364,8708,Completed,2022-05-20 09:41:54,Hemer,58675,DE,Hemer,PayPal,4.0,39.99,Kargo ucreti,4.9,0.0,43.41,2.52,,3.0,Erciyes 100% Dana Sucuk 450-525g - Kayseri,2.0,4.96,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,1.0,Dogal Ezine Peyniri/ Kaliteli ve Lezzetli Organik Ezine Peyniri - 500 gr.,1.0,3.79,memleket,8.23,0.58,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,2.0,Şafak Koyun Tulum Peyniri 250g,1.0,3.11,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,3.0,Taze Cecil Peyniri (Kuymaklik) 800 Gr,1.0,10.93,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,4.0,Miss Domat Kirma Zeytin jumbo - 1kg,1.0,5.46,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,5.0,Antep El Kirmasi Yeşil Zeytin - 1000,1.0,5.88,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,6.0,ozel uretim Taze Tereyagi 900 GR,1.0,7.56,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,7.0,Kurutulmuş Kivi Halkalari - 500 gr.,1.0,6.72,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,8.0,Kurutulmuş Kayisi Jumbo - 500 GR Snackspaket,1.0,4.63,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,9.0,Dogal Antep Fistigi - 500 gr.,1.0,5.88,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,10.0,Seyitoglu Fistikli Premium  Baklava - 550 Seyitoglu Fistikli,1.0,7.56,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,11.0,Hakkari Yayla Kekik- Tutsu Bali - 500 gr.,1.0,8.4,,,,memleket_pazari
M10365,8707,Completed,2022-05-20 09:39:25,Wadgassen,66787,DE,Wadgassen,Banka havalesi/EFT,8.21,82.34,ucretsiz gonderim,0.0,0.0,79.3,5.17,,12.0,Ev Yapimi Kuru Incir Receli 800 GR,1.0,4.21,,,,memleket_pazari
M10366,8704,Completed,2022-05-20 08:21:32,Lindenberg,88161,DE,Lindenberg,SOFORT,0.0,66.32,ucretsiz gonderim,0.0,0.0,70.96,4.64,,1.0,"Antep Peyniri Az Tuzlu-corek Otlu - 500, otlu",2.0,6.07,,,,memleket_pazari
M10366,8704,Completed,2022-05-20 08:21:32,Lindenberg,88161,DE,Lindenberg,SOFORT,0.0,66.32,ucretsiz gonderim,0.0,0.0,70.96,4.64,,2.0,Dogal Ezine Peyniri/ Kaliteli ve Lezzetli Organik Ezine Peyniri - 1000 gr.,4.0,8.4,,,,memleket_pazari
M10366,8704,Completed,2022-05-20 08:21:32,Lindenberg,88161,DE,Lindenberg,SOFORT,0.0,66.32,ucretsiz gonderim,0.0,0.0,70.96,4.64,,3.0,"Peynir Paketi Toplam 2,5 KG",1.0,20.56,,,,memleket_pazari
M10367,8702,Completed,2022-05-20 04:36:19,Ulm,89077,DE,Ulm,PayPal,8.018692,80.23,ucretsiz gonderim,0.0,0.0,77.27,5.05,,1.0,Tam Yagli Dinlendirilmiş Koyun Beyaz Peynir 500 Gr.,1.0,5.8,memleket,8.02,0.56,memleket_pazari
M10367,8702,Completed,2022-05-20 04:36:19,Ulm,89077,DE,Ulm,PayPal,8.018692,80.23,ucretsiz gonderim,0.0,0.0,77.27,5.05,,2.0,Taze Cecil Peyniri (Kuymaklik) 800 Gr,1.0,10.93,,,,memleket_pazari
M10367,8702,Completed,2022-05-20 04:36:19,Ulm,89077,DE,Ulm,PayPal,8.018692,80.23,ucretsiz gonderim,0.0,0.0,77.27,5.05,,3.0,ozel uretim Taze Tereyagi 900 GR,1.0,7.56,,,,memleket_pazari
M10367,8702,Completed,2022-05-20 04:36:19,Ulm,89077,DE,Ulm,PayPal,8.018692,80.23,ucretsiz gonderim,0.0,0.0,77.27,5.05,,4.0,Koyun Tulum Peyniri 900 Gr,1.0,11.77,,,,memleket_pazari
M10367,8702,Completed,2022-05-20 04:36:19,Ulm,89077,DE,Ulm,PayPal,8.018692,80.23,ucretsiz gonderim,0.0,0.0,77.27,5.05,,5.0,GIRIT Erken Hasat Zeytinyagi 5lt,1.0,29.43,,,,memleket_pazari
M10367,8702,Completed,2022-05-20 04:36:19,Ulm,89077,DE,Ulm,PayPal,8.018692,80.23,ucretsiz gonderim,0.0,0.0,77.27,5.05,,6.0,Zeytin Ana Halhali Zeytin (Hatay Usulu) - 1000 gr.,1.0,6.73,,,,memleket_pazari
M10368,8701,Completed,2022-05-20 02:59:45,Augsburg,86167,DE,Augsburg,PayPal,2.056075,20.56,Kargo ucreti,4.9,0.0,24.7,1.3,,1.0,Gun Kurusu Kayisi %100 Dogal 1kg,2.0,9.25,memleket,2.06,0.14,memleket_pazari
M10369,8699,Completed,2022-05-19 23:51:55,Salzgitter / Niedersachsen,38226,DE,Salzgitter / Niedersachsen,PayPal,0.0,80.84,ucretsiz gonderim,0.0,0.0,86.5,5.66,,1.0,Zeytin Ana Halhali Zeytin (Hatay Usulu) - 2000 gr.,5.0,14.67,,,,memleket_pazari
M10369,8699,Completed,2022-05-19 23:51:55,Salzgitter / Niedersachsen,38226,DE,Salzgitter / Niedersachsen,PayPal,0.0,80.84,ucretsiz gonderim,0.0,0.0,86.5,5.66,,2.0,Zeytin Ana Halhali Zeytin (Hatay Usulu) - 1000 gr.,1.0,7.48,,,,memleket_pazari
M10370,8698,Completed,2022-05-19 23:51:47,Scheyern,85298,DE,Scheyern,Banka havalesi/EFT,0.0,42.01,ucretsiz gonderim,0.0,0.0,44.95,2.94,,1.0,Dogal Ezine Peyniri/ Kaliteli ve Lezzetli Organik Ezine Peyniri - 1000 gr.,5.0,8.4,,,,memleket_pazari
M10371,8697,Completed,2022-05-19 23:21:46,Erfurt,99087,DE,Erfurt,SOFORT,4.429907,44.27,ucretsiz gonderim,0.0,0.0,42.62,2.79,,1.0,Dogal Ezine Peyniri/ Kaliteli ve Lezzetli Organik Ezine Peyniri - 500 gr.,1.0,3.79,memleket,4.43,0.31,memleket_pazari
M10371,8697,Completed,2022-05-19 23:21:46,Erfurt,99087,DE,Erfurt,SOFORT,4.429907,44.27,ucretsiz gonderim,0.0,0.0,42.62,2.79,,2.0,Seyitoglu Fistikli Premium  Baklava - 550 Seyitoglu Fistikli,1.0,7.56,,,,memleket_pazari
M10371,8697,Completed,2022-05-19 23:21:46,Erfurt,99087,DE,Erfurt,SOFORT,4.429907,44.27,ucretsiz gonderim,0.0,0.0,42.62,2.79,,3.0,Yoresel ozel uretim Tuzlu Kavurma - 500 gr.,1.0,6.72,,,,memleket_pazari
M10371,8697,Completed,2022-05-19 23:21:46,Erfurt,99087,DE,Erfurt,SOFORT,4.429907,44.27,ucretsiz gonderim,0.0,0.0,42.62,2.79,,4.0,Erciyes 100% Dana Sucuk 450-525g - Kayseri,1.0,4.96,,,,memleket_pazari
M10371,8697,Completed,2022-05-19 23:21:46,Erfurt,99087,DE,Erfurt,SOFORT,4.429907,44.27,ucretsiz gonderim,0.0,0.0,42.62,2.79,,5.0,Dogal Antep Fistigi - 1000 gr.,1.0,10.08,,,,memleket_pazari
M10371,8697,Completed,2022-05-19 23:21:46,Erfurt,99087,DE,Erfurt,SOFORT,4.429907,44.27,ucretsiz gonderim,0.0,0.0,42.62,2.79,,6.0,Bol Fistikli ozel Baklava - 454 gr,1.0,6.72,,,,memleket_pazari
M10372,8693,Completed,2022-05-19 22:11:54,Neustadt,35279,DE,Neustadt,PayPal,0.0,8.4,Kargo ucreti,4.9,10.98,13.89,0.59,,1.0,Dogal Ezine Peyniri/ Kaliteli ve Lezzetli Organik Ezine Peyniri - 1000 gr.,1.0,8.4,,,,memleket_pazari
M10373,8692,Completed,2022-05-19 21:45:25,Werdohl,58791,DE,Werdohl,PayPal,5.682243,56.87,ucretsiz gonderim,0.0,14.0,54.77,3.58,,1.0,Katkisiz Ispir Seker Fasulye 1 Kg,2.0,5.03,memleket10,5.68,0.4,memleket_pazari
M10373,8692,Completed,2022-05-19 21:45:25,Werdohl,58791,DE,Werdohl,PayPal,5.682243,56.87,ucretsiz gonderim,0.0,14.0,54.77,3.58,,2.0,Beyaz Leblebi - 500 gr.,1.0,4.21,,,,memleket_pazari
M10373,8692,Completed,2022-05-19 21:45:25,Werdohl,58791,DE,Werdohl,PayPal,5.682243,56.87,ucretsiz gonderim,0.0,14.0,54.77,3.58,,3.0,Dogal Antep Fistigi - 1000 gr.,1.0,10.09,,,,memleket_pazari
M10373,8692,Completed,2022-05-19 21:45:25,Werdohl,58791,DE,Werdohl,PayPal,5.682243,56.87,ucretsiz gonderim,0.0,14.0,54.77,3.58,,4.0,Dogal Kavrulmuş Giresun Findik 15-17 mm - 1 Kg Aile Paketi,1.0,10.09,,,,memleket_pazari
M10373,8692,Completed,2022-05-19 21:45:25,Werdohl,58791,DE,Werdohl,PayPal,5.682243,56.87,ucretsiz gonderim,0.0,14.0,54.77,3.58,,5.0,Kaju Fistigi Kavrulmuş Ve Tuzlanmiş - 1000 gr.,1.0,11.77,,,,memleket_pazari
M10373,8692,Completed,2022-05-19 21:45:25,Werdohl,58791,DE,Werdohl,PayPal,5.682243,56.87,ucretsiz gonderim,0.0,14.0,54.77,3.58,,6.0,Erciyes 100% Dana Sucuk 450-525g - Kayseri,1.0,4.96,,,,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,1.0,Şafak Koyun Tulum Peyniri 250g,4.0,2.67,memleket,6.7,0.47,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,2.0,Zeytin Ana Siyah Katirli Zeytini Iri Boy - 1000 gr.,1.0,6.31,izmir,4.67,0.33,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,3.0,Dogal Ezine Peyniri/ Kaliteli ve Lezzetli Organik Ezine Peyniri - 1000 gr.,1.0,7.15,,,,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,4.0,Dogal   Kilis Kara uzum Kurusu - 1000 GRAile Paketi,1.0,7.15,,,,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,5.0,"Antep Peyniri Az Tuzlu-corek Otlu - 1000, sade",1.0,9.66,,,,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,6.0,Miss Domat Kirma Zeytin jumbo - 1kg,1.0,5.05,,,,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,7.0,Dogal Antep Fistigi - 500 gr.,1.0,5.47,,,,memleket_pazari
M10374,8690,Completed,2022-05-19 21:20:06,Coburg,96450,DE,Coburg,PayPal,11.373832,67.01,ucretsiz gonderim,0.0,0.0,59.55,3.89,,8.0,Dut Kurusu – Katkisiz - 500 gr.,1.0,4.21,,,,memleket_pazari
M10375,8689,Completed,2022-05-19 21:02:43,Bremen,28777,DE,Bremen,PayPal,5.88785,58.86,ucretsiz gonderim,0.0,0.0,56.68,3.71,,1.0,Zeytin Ana Halhali Zeytin (Hatay Usulu) - 1000 gr.,2.0,6.73,memleket,5.89,0.41,memleket_pazari
M10375,8689,Completed,2022-05-19 21:02:43,Bremen,28777,DE,Bremen,PayPal,5.88785,58.86,ucretsiz gonderim,0.0,0.0,56.68,3.71,,2.0,Dogal Antep Fistigi - 1000 gr.,1.0,10.09,,,,memleket_pazari
M10375,8689,Completed,2022-05-19 21:02:43,Bremen,28777,DE,Bremen,PayPal,5.88785,58.86,ucretsiz gonderim,0.0,0.0,56.68,3.71,,3.0,Dogal Antep Fistigi - 500 gr.,1.0,5.89,,,,memleket_pazari
M10375,8689,Completed,2022-05-19 21:02:43,Bremen,28777,DE,Bremen,PayPal,5.88785,58.86,ucretsiz gonderim,0.0,0.0,56.68,3.71,,4.0,Kaju Fistigi Kavrulmuş Ve Tuzlanmiş - 1000 gr.,2.0,11.77,,,,memleket_pazari
M10376,8688,Completed,2022-05-19 20:27:08,Koln,51103,DE,Koln,PayPal,5.485981,54.88,ucretsiz gonderim,0.0,0.0,52.85,3.47,,1.0,Medjoul XXL Yuksek Kalite Hurma - 1000 gr.,1.0,9.25,memleket,5.49,0.38,memleket_pazari
M10376,8688,Completed,2022-05-19 20:27:08,Koln,51103,DE,Koln,PayPal,5.485981,54.88,ucretsiz gonderim,0.0,0.0,52.85,3.47,,2.0,Muska ve Sarma - 800 GR Muska,1.0,8.41,,,,memleket_pazari
M10376,8688,Completed,2022-05-19 20:27:08,Koln,51103,DE,Koln,PayPal,5.485981,54.88,ucretsiz gonderim,0.0,0.0,52.85,3.47,,3.0,Dogal Kavrulmuş Giresun Findik 15-17 mm - 1 Kg Aile Paketi,1.0,10.08,,,,memleket_pazari
M10376,8688,Completed,2022-05-19 20:27:08,Koln,51103,DE,Koln,PayPal,5.485981,54.88,ucretsiz gonderim,0.0,0.0,52.85,3.47,,4.0,Kabuksuz Dogal Ceviz 1 KG,1.0,10.08,,,,memleket_pazari
M10376,8688,Completed,2022-05-19 20:27:08,Koln,51103,DE,Koln,PayPal,5.485981,54.88,ucretsiz gonderim,0.0,0.0,52.85,3.47,,5.0,Natural Cig Badem - 1000 gr.,1.0,11.56,,,,memleket_pazari
M10377,8687,Completed,2022-05-19 20:03:00,Munchberg,95213,DE,Munchberg,PayPal,0.0,41.1,ucretsiz gonderim,0.0,0.0,43.98,2.88,,1.0,"Peynir Paketi Toplam 2,5 KG",1.0,20.56,,,,memleket_pazari
M10377,8687,Completed,2022-05-19 20:03:00,Munchberg,95213,DE,Munchberg,PayPal,0.0,41.1,ucretsiz gonderim,0.0,0.0,43.98,2.88,,2.0,ozel uretim Taze Tereyagi 900 GR,1.0,8.4,,,,memleket_pazari
M10377,8687,Completed,2022-05-19 20:03:00,Munchberg,95213,DE,Munchberg,PayPal,0.0,41.1,ucretsiz gonderim,0.0,0.0,43.98,2.88,,3.0,Yeşil citir Kirma Zeytin - Zeytin Ana - 1er,1.0,5.14,,,,memleket_pazari
M10377,8687,Completed,2022-05-19 20:03:00,Munchberg,95213,DE,Munchberg,PayPal,0.0,41.1,ucretsiz gonderim,0.0,0.0,43.98,2.88,,4.0,Buyuk Boy Siyah Zeytin (Gemlik) - Zeytin Ana - 1kg,1.0,7.0,,,,memleket_pazari
M10378,8686,Completed,2022-05-19 20:01:12,Erdmannhausen,71729,DE,Erdmannhausen,PayPal,0.0,18.21,Kargo ucreti,4.9,0.0,24.39,1.28,,1.0,ozel uretim Taze Tereyagi 900 GR,1.0,8.4,,,,memleket_pazari
M10378,8686,Completed,2022-05-19 20:01:12,Erdmannhausen,71729,DE,Erdmannhausen,PayPal,0.0,18.21,Kargo ucreti,4.9,0.0,24.39,1.28,,2.0,Organik Koy Peyniri - 500 gr.,1.0,3.74,,,,memleket_pazari
M10378,8686,Completed,2022-05-19 20:01:12,Erdmannhausen,71729,DE,Erdmannhausen,PayPal,0.0,18.21,Kargo ucreti,4.9,0.0,24.39,1.28,,3.0,"Antep Peyniri Az Tuzlu-corek Otlu - 500, sade",1.0,6.07,,,,memleket_pazari
M10379,8685,Completed,2022-05-19 19:36:33,Spenge,32139,DE,Spenge,PayPal,0.0,39.51,ucretsiz gonderim,0.0,0.0,42.28,2.77,,1.0,Tam Yagli Dinlendirilmiş Koyun Beyaz Peynir 500 Gr.,2.0,6.44,,,,memleket_pazari
M10379,8685,Completed,2022-05-19 19:36:33,Spenge,32139,DE,Spenge,PayPal,0.0,39.51,ucretsiz gonderim,0.0,0.0,42.28,2.77,,2.0,"Peynir Paketi Toplam 2,5 KG",1.0,20.56,,,,memleket_pazari
M10379,8685,Completed,2022-05-19 19:36:33,Spenge,32139,DE,Spenge,PayPal,0.0,39.51,ucretsiz gonderim,0.0,0.0,42.28,2.77,,3.0,"Antep Peyniri Az Tuzlu-corek Otlu - 500, sade",1.0,6.07,,,,memleket_pazari
M10380,8684,Completed,2022-05-19 19:16:05,Lehrte,31275,DE,Lehrte,PayPal,4.401869,44.02,ucretsiz gonderim,0.0,0.0,42.39,2.77,,1.0,Zeytin Ana Halhali Zeytin (Hatay Usulu) - 2000 gr.,3.0,13.21,memleket,4.4,0.31,memleket_pazari
M10381,8683,Completed,2022-05-19 19:06:48,Charleville-Mézières,08000,FR,Charleville-Mézières,Kredi Karti (Stripe),17.31,173.13,ucretsiz gonderim,0.0,0.0,155.82,0.0,,1.0,Isot(Urfa Biber) - 200 gr.,1.0,2.52,memleket,17.31,0.0,memleket_pazari
M10381,8683,Completed,2022-05-19 19:06:48,Charleville-Mézières,08000,FR,Charleville-Mézières,Kredi Karti (Stripe),17.31,173.13,ucretsiz gonderim,0.0,0.0,155.82,0.0,,2.0,Ev Yapimi Gun Kurusu Domates Salcasi 1kg,1.0,6.72,,,,memleket_pazari
M10381,8683,Completed,2022-05-19 19:06:48,Charleville-Mézières,08000,FR,Charleville-Mézières,Kredi Karti (Stripe),17.31,173.13,ucretsiz gonderim,0.0,0.0,155.82,0.0,,3.0,Kuru Cennet  Hurmasi Cipsi - 250 Tadimlik Paket,1.0,4.2,,,,memleket_pazari
